"Database","study_id","study_site_core","site_id","file_id","core_latitude","core_longitude","core_id","fraction_nitrogen","fraction_total_nitrogen","depth_min","depth_max","BD_reported_g_cm3","core_year","salinity_class","Habitat_type","fraction_carbon","fraction_carbon_measured","fraction_carbon_modeled","fraction_organic_carbon","OC_perc","N_perc","U_depth_m","L_depth_m","Latitude","Longitude"
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_2_mangrove","Big Creek","6",16.506978,-88.402658,"Big Creek_1_2_mangrove","0.009128",NA,10,15,0.127,NA,NA,"mangrove",0.258237,NA,NA,NA,25.8237,0.9128,0.1,0.15,16.506978,-88.402658
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_2_mangrove","Big Creek","6",16.506978,-88.402658,"Big Creek_1_2_mangrove","0.010025",NA,15,20,0.1431,NA,NA,"mangrove",0.2773,NA,NA,NA,27.73,1.0025,0.15,0.2,16.506978,-88.402658
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_2_mangrove","Big Creek","6",16.506978,-88.402658,"Big Creek_1_2_mangrove","0.00841",NA,20,25,0.1327,NA,NA,"mangrove",0.215698,NA,NA,NA,21.5698,0.841,0.2,0.25,16.506978,-88.402658
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_2_mangrove","Big Creek","6",16.506978,-88.402658,"Big Creek_1_2_mangrove","0.007022",NA,25,30,0.1659,NA,NA,"mangrove",0.238969,NA,NA,NA,23.8969,0.7022,0.25,0.3,16.506978,-88.402658
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_2_mangrove","Big Creek","6",16.506978,-88.402658,"Big Creek_1_2_mangrove","0.005467",NA,30,35,0.1805,NA,NA,"mangrove",0.15104,NA,NA,NA,15.104,0.5467,0.3,0.35,16.506978,-88.402658
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_2_mangrove","Big Creek","6",16.506978,-88.402658,"Big Creek_1_2_mangrove","0.004401",NA,35,40,0.2173,NA,NA,"mangrove",0.118825,NA,NA,NA,11.8825,0.4401,0.35,0.4,16.506978,-88.402658
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_2_mangrove","Big Creek","6",16.506978,-88.402658,"Big Creek_1_2_mangrove","0.003704",NA,40,45,0.2343,NA,NA,"mangrove",0.081593,NA,NA,NA,8.1593,0.3704,0.4,0.45,16.506978,-88.402658
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_2_mangrove","Big Creek","6",16.506978,-88.402658,"Big Creek_1_2_mangrove","0.003868",NA,45,50,0.2451,NA,NA,"mangrove",0.087219,NA,NA,NA,8.7219,0.3868,0.45,0.5,16.506978,-88.402658
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_2_mangrove","Big Creek","6",16.506978,-88.402658,"Big Creek_1_2_mangrove","0.002448",NA,65,70,0.375,NA,NA,"mangrove",0.053046,NA,NA,NA,5.3046,0.2448,0.65,0.7,16.506978,-88.402658
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.005559",NA,0,5,0.1241,NA,NA,"mangrove",0.15238,NA,NA,NA,15.238,0.5559,0,0.05,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.004648",NA,5,10,0.2343,NA,NA,"mangrove",0.116172,NA,NA,NA,11.6172,0.4648,0.05,0.1,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.003985",NA,10,15,0.212,NA,NA,"mangrove",0.093251,NA,NA,NA,9.3251,0.3985,0.1,0.15,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.00326",NA,15,20,0.3445,NA,NA,"mangrove",0.070412,NA,NA,NA,7.0412,0.326,0.15,0.2,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.002674",NA,20,25,0.3892,NA,NA,"mangrove",0.054139,NA,NA,NA,5.4139,0.2674,0.2,0.25,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.002667",NA,25,30,0.3482,NA,NA,"mangrove",0.051114,NA,NA,NA,5.1114,0.2667,0.25,0.3,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.002779",NA,30,35,0.3825,NA,NA,"mangrove",0.064837,NA,NA,NA,6.4837,0.2779,0.3,0.35,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.003685",NA,35,40,0.2602,NA,NA,"mangrove",0.103137,NA,NA,NA,10.3137,0.3685,0.35,0.4,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.003756",NA,40,44,0.1904,NA,NA,"mangrove",0.107379,NA,NA,NA,10.7379,0.3756,0.4,0.44,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.004827",NA,45,50,0.1873,NA,NA,"mangrove",0.154221,NA,NA,NA,15.4221,0.4827,0.45,0.5,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.00361",NA,72.5,77.5,0.3046,NA,NA,"mangrove",0.106536,NA,NA,NA,10.6536,0.361,0.725,0.775,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.005589",NA,94,99,0.1598,NA,NA,"mangrove",0.224317,NA,NA,NA,22.4317,0.5589,0.94,0.99,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.004056",NA,122.5,127.5,0.2501,NA,NA,"mangrove",0.122631,NA,NA,NA,12.2631,0.4056,1.225,1.275,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.005496",NA,172.5,177.5,0.2104,NA,NA,"mangrove",0.184822,NA,NA,NA,18.4822,0.5496,1.725,1.775,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_3_mangrove","Big Creek","6",16.506934,-88.402866,"Big Creek_1_3_mangrove","0.005948",NA,222.5,227.5,0.1756,NA,NA,"mangrove",0.337178,NA,NA,NA,33.7178,0.5948,2.225,2.275,16.506934,-88.402866
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.00466",NA,0,5,0.4479,NA,NA,"mangrove",0.11849,NA,NA,NA,11.849,0.466,0,0.05,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.00469",NA,5,10,0.3827,NA,NA,"mangrove",0.12492,NA,NA,NA,12.492,0.469,0.05,0.1,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.0043",NA,10,15,0.3437,NA,NA,"mangrove",0.13029,NA,NA,NA,13.029,0.43,0.1,0.15,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.00379",NA,15,20,0.4448,NA,NA,"mangrove",0.12385,NA,NA,NA,12.385,0.379,0.15,0.2,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.00383",NA,20,25,0.4026,NA,NA,"mangrove",0.11929,NA,NA,NA,11.929,0.383,0.2,0.25,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.00359",NA,25,30,0.4053,NA,NA,"mangrove",0.11312,NA,NA,NA,11.312,0.359,0.25,0.3,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.00326",NA,30,35,0.4651,NA,NA,"mangrove",0.10437,NA,NA,NA,10.437,0.326,0.3,0.35,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.00306",NA,35,40,0.4891,NA,NA,"mangrove",0.10215,NA,NA,NA,10.215,0.306,0.35,0.4,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.00333",NA,40,45,0.4477,NA,NA,"mangrove",0.11081,NA,NA,NA,11.081,0.333,0.4,0.45,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.0028",NA,45,50,0.5279,NA,NA,"mangrove",0.08893,NA,NA,NA,8.893,0.28,0.45,0.5,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.008908",NA,65,70,0.1415,NA,NA,"mangrove",0.251018,NA,NA,NA,25.1018,0.8908,0.65,0.7,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.006294",NA,72.5,77.5,0.1834,NA,NA,"mangrove",0.178065,NA,NA,NA,17.8065,0.6294,0.725,0.775,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_4_mangrove","Big Creek","6",16.507177,-88.402589,"Big Creek_1_4_mangrove","0.00204",NA,104,109,0.4908,NA,NA,"mangrove",0.03812,NA,NA,NA,3.812,0.204,1.04,1.09,16.507177,-88.402589
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_5_mangrove","Big Creek","6",16.507134,-88.402815,"Big Creek_1_5_mangrove","0.00935",NA,0,5,0.2315,NA,NA,"mangrove",0.29833,NA,NA,NA,29.833,0.935,0,0.05,16.507134,-88.402815
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_5_mangrove","Big Creek","6",16.507134,-88.402815,"Big Creek_1_5_mangrove","0.00583",NA,5,10,0.2825,NA,NA,"mangrove",0.23951,NA,NA,NA,23.951,0.583,0.05,0.1,16.507134,-88.402815
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_5_mangrove","Big Creek","6",16.507134,-88.402815,"Big Creek_1_5_mangrove","0.00493",NA,10,15,0.2285,NA,NA,"mangrove",0.20674,NA,NA,NA,20.674,0.493,0.1,0.15,16.507134,-88.402815
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_5_mangrove","Big Creek","6",16.507134,-88.402815,"Big Creek_1_5_mangrove","0.00548",NA,15,20,0.2133,NA,NA,"mangrove",0.19155,NA,NA,NA,19.155,0.548,0.15,0.2,16.507134,-88.402815
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_5_mangrove","Big Creek","6",16.507134,-88.402815,"Big Creek_1_5_mangrove","0.00628",NA,20,25,0.2013,NA,NA,"mangrove",0.17304,NA,NA,NA,17.304,0.628,0.2,0.25,16.507134,-88.402815
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_5_mangrove","Big Creek","6",16.507134,-88.402815,"Big Creek_1_5_mangrove","0.00524",NA,25,30,0.1742,NA,NA,"mangrove",0.13933,NA,NA,NA,13.933,0.524,0.25,0.3,16.507134,-88.402815
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_5_mangrove","Big Creek","6",16.507134,-88.402815,"Big Creek_1_5_mangrove","0.00543",NA,30,35,0.1287,NA,NA,"mangrove",0.14336,NA,NA,NA,14.336,0.543,0.3,0.35,16.507134,-88.402815
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_5_mangrove","Big Creek","6",16.507134,-88.402815,"Big Creek_1_5_mangrove","0.00519",NA,35,40,0.1242,NA,NA,"mangrove",0.13045,NA,NA,NA,13.045,0.519,0.35,0.4,16.507134,-88.402815
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_5_mangrove","Big Creek","6",16.507134,-88.402815,"Big Creek_1_5_mangrove","0.00469",NA,40,45,0.1828,NA,NA,"mangrove",0.10474,NA,NA,NA,10.474,0.469,0.4,0.45,16.507134,-88.402815
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_5_mangrove","Big Creek","6",16.507134,-88.402815,"Big Creek_1_5_mangrove","0.00426",NA,45,50,0.2529,NA,NA,"mangrove",0.0909,NA,NA,NA,9.09,0.426,0.45,0.5,16.507134,-88.402815
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_5_mangrove","Big Creek","6",16.507134,-88.402815,"Big Creek_1_5_mangrove","0.00374",NA,72.5,77.5,0.3086,NA,NA,"mangrove",0.10507,NA,NA,NA,10.507,0.374,0.725,0.775,16.507134,-88.402815
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_5_mangrove","Big Creek","6",16.507134,-88.402815,"Big Creek_1_5_mangrove","0.004091",NA,122.5,127.5,0.188,NA,NA,"mangrove",0.183109,NA,NA,NA,18.3109,0.4091,1.225,1.275,16.507134,-88.402815
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.00435",NA,0,5,0.2156,NA,NA,"mangrove",0.120937,NA,NA,NA,12.0937,0.435,0,0.05,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.00216",NA,5,10,0.3576,NA,NA,"mangrove",0.04946,NA,NA,NA,4.946,0.216,0.05,0.1,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.00231",NA,10,15,0.4076,NA,NA,"mangrove",0.04917,NA,NA,NA,4.917,0.231,0.1,0.15,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.00273",NA,15,20,0.4098,NA,NA,"mangrove",0.05326,NA,NA,NA,5.326,0.273,0.15,0.2,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.00282",NA,20,25,0.4052,NA,NA,"mangrove",0.06036,NA,NA,NA,6.036,0.282,0.2,0.25,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.00367",NA,25,30,0.2038,NA,NA,"mangrove",0.10788,NA,NA,NA,10.788,0.367,0.25,0.3,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.00384",NA,30,35,0.1803,NA,NA,"mangrove",0.11496,NA,NA,NA,11.496,0.384,0.3,0.35,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.00397",NA,35,40,0.2023,NA,NA,"mangrove",0.125,NA,NA,NA,12.5,0.397,0.35,0.4,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.00375",NA,40,45,0.1992,NA,NA,"mangrove",0.12007,NA,NA,NA,12.007,0.375,0.4,0.45,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.00352",NA,45,50,0.229,NA,NA,"mangrove",0.12476,NA,NA,NA,12.476,0.352,0.45,0.5,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.003495",NA,72.5,77.5,0.3629,NA,NA,"mangrove",0.073842,NA,NA,NA,7.3842,0.3495,0.725,0.775,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.003788",NA,122.5,127.5,0.2424,NA,NA,"mangrove",0.139138,NA,NA,NA,13.9138,0.3788,1.225,1.275,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.00572",NA,172.5,177.5,0.1519,NA,NA,"mangrove",0.357593,NA,NA,NA,35.7593,0.572,1.725,1.775,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.005572",NA,222.5,227.5,0.1585,NA,NA,"mangrove",0.361709,NA,NA,NA,36.1709,0.5572,2.225,2.275,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_1_6_mangrove","Big Creek","6",16.507176,-88.402977,"Big Creek_1_6_mangrove","0.004432",NA,272.5,277.5,0.1817,NA,NA,"mangrove",0.293226,NA,NA,NA,29.3226,0.4432,2.725,2.775,16.507176,-88.402977
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_1_mangrove","Big Creek","6",16.510383,-88.424776,"Big Creek_2_1_mangrove","0.005326",NA,0,5,0.3559,NA,NA,"mangrove",0.073016,NA,NA,NA,7.3016,0.5326,0,0.05,16.510383,-88.424776
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_1_mangrove","Big Creek","6",16.510383,-88.424776,"Big Creek_2_1_mangrove","0.005709",NA,5,10,0.2491,NA,NA,"mangrove",0.08965,NA,NA,NA,8.965,0.5709,0.05,0.1,16.510383,-88.424776
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_1_mangrove","Big Creek","6",16.510383,-88.424776,"Big Creek_2_1_mangrove","0.005358",NA,10,15,0.2731,NA,NA,"mangrove",0.101328,NA,NA,NA,10.1328,0.5358,0.1,0.15,16.510383,-88.424776
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_1_mangrove","Big Creek","6",16.510383,-88.424776,"Big Creek_2_1_mangrove","0.004222",NA,15,20,0.2484,NA,NA,"mangrove",0.102782,NA,NA,NA,10.2782,0.4222,0.15,0.2,16.510383,-88.424776
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_1_mangrove","Big Creek","6",16.510383,-88.424776,"Big Creek_2_1_mangrove","0.002374",NA,20,25,0.3949,NA,NA,"mangrove",0.061846,NA,NA,NA,6.1846,0.2374,0.2,0.25,16.510383,-88.424776
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_1_mangrove","Big Creek","6",16.510383,-88.424776,"Big Creek_2_1_mangrove","0.001947",NA,25,30,0.3861,NA,NA,"mangrove",0.070256,NA,NA,NA,7.0256,0.1947,0.25,0.3,16.510383,-88.424776
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_1_mangrove","Big Creek","6",16.510383,-88.424776,"Big Creek_2_1_mangrove","0.005586",NA,30,35,0.1864,NA,NA,"mangrove",0.200756,NA,NA,NA,20.0756,0.5586,0.3,0.35,16.510383,-88.424776
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_1_mangrove","Big Creek","6",16.510383,-88.424776,"Big Creek_2_1_mangrove","0.005135",NA,35,40,0.2338,NA,NA,"mangrove",0.193694,NA,NA,NA,19.3694,0.5135,0.35,0.4,16.510383,-88.424776
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_1_mangrove","Big Creek","6",16.510383,-88.424776,"Big Creek_2_1_mangrove","0.006189",NA,40,45,0.2262,NA,NA,"mangrove",0.185762,NA,NA,NA,18.5762,0.6189,0.4,0.45,16.510383,-88.424776
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_1_mangrove","Big Creek","6",16.510383,-88.424776,"Big Creek_2_1_mangrove","0.006817",NA,45,50,0.1782,NA,NA,"mangrove",0.249696,NA,NA,NA,24.9696,0.6817,0.45,0.5,16.510383,-88.424776
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_1_mangrove","Big Creek","6",16.510383,-88.424776,"Big Creek_2_1_mangrove","0.003442",NA,67,72,0.3194,NA,NA,"mangrove",0.126387,NA,NA,NA,12.6387,0.3442,0.67,0.72,16.510383,-88.424776
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_2_mangrove","Big Creek","6",16.510577,-88.424687,"Big Creek_2_2_mangrove","0.00757",NA,0,5,0.1618,NA,NA,"mangrove",0.157737,NA,NA,NA,15.7737,0.757,0,0.05,16.510577,-88.424687
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_2_mangrove","Big Creek","6",16.510577,-88.424687,"Big Creek_2_2_mangrove","0.006067",NA,5,10,0.2725,NA,NA,"mangrove",0.092099,NA,NA,NA,9.2099,0.6067,0.05,0.1,16.510577,-88.424687
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_2_mangrove","Big Creek","6",16.510577,-88.424687,"Big Creek_2_2_mangrove","0.004044",NA,10,15,0.298,NA,NA,"mangrove",0.077897,NA,NA,NA,7.7897,0.4044,0.1,0.15,16.510577,-88.424687
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_2_mangrove","Big Creek","6",16.510577,-88.424687,"Big Creek_2_2_mangrove","0.005336",NA,15,20,0.1826,NA,NA,"mangrove",0.152983,NA,NA,NA,15.2983,0.5336,0.15,0.2,16.510577,-88.424687
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_2_mangrove","Big Creek","6",16.510577,-88.424687,"Big Creek_2_2_mangrove","0.004605",NA,20,25,0.1857,NA,NA,"mangrove",0.129404,NA,NA,NA,12.9404,0.4605,0.2,0.25,16.510577,-88.424687
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_2_mangrove","Big Creek","6",16.510577,-88.424687,"Big Creek_2_2_mangrove","0.003867",NA,25,30,0.2054,NA,NA,"mangrove",0.110746,NA,NA,NA,11.0746,0.3867,0.25,0.3,16.510577,-88.424687
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_2_mangrove","Big Creek","6",16.510577,-88.424687,"Big Creek_2_2_mangrove","0.003439",NA,30,35,0.3987,NA,NA,"mangrove",0.075828,NA,NA,NA,7.5828,0.3439,0.3,0.35,16.510577,-88.424687
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_2_mangrove","Big Creek","6",16.510577,-88.424687,"Big Creek_2_2_mangrove","0.003303",NA,35,40,0.3765,NA,NA,"mangrove",0.119255,NA,NA,NA,11.9255,0.3303,0.35,0.4,16.510577,-88.424687
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_2_mangrove","Big Creek","6",16.510577,-88.424687,"Big Creek_2_2_mangrove","0.003929",NA,40,45,0.2851,NA,NA,"mangrove",0.13236,NA,NA,NA,13.236,0.3929,0.4,0.45,16.510577,-88.424687
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_2_mangrove","Big Creek","6",16.510577,-88.424687,"Big Creek_2_2_mangrove","0.005554",NA,45,50,0.2464,NA,NA,"mangrove",0.181634,NA,NA,NA,18.1634,0.5554,0.45,0.5,16.510577,-88.424687
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_2_mangrove","Big Creek","6",16.510577,-88.424687,"Big Creek_2_2_mangrove","0.00634",NA,71,76,0.2364,NA,NA,"mangrove",0.162097,NA,NA,NA,16.2097,0.634,0.71,0.76,16.510577,-88.424687
"CCN","Morrissette_et_al_2023","Morrissette_et_al_2023_Big Creek_Big Creek_2_2_mangrove","Big Creek","6",16.510577,-88.424687,"Big Creek_2_2_mangrove","0.005018",NA,104,109,0.2614,NA,NA,"mangrove",0.154802,NA,NA,NA,15.4802,0.5018,1.04,1.09,16.510577,-88.424687
