study_id,DOI,site_id,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_m,L_depth_m,OC_perc,N_perc,LOI,BD_reported_g_cm3,notes
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT90002,"Transect 3, Position 2",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.15041667,138.0643889,0,0.1,2.021851263,0.241008478,NA,0.840139156,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT90003,"Transect 3, Position 3",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.15041667,138.0643889,0,0.1,2.697966376,0.318876144,NA,0.645373294,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT90004,"Transect 3, Position 4",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.15041667,138.0643889,0,0.1,3.439224623,0.444623615,NA,0.595836318,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT90005,"Transect 3, Position 5",Mangrove,A marina,2016,34.15041667,138.0643889,0,0.1,2.934470053,0.361619052,NA,0.665267662,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT90006,"Transect 3, Position 6",Mangrove,A marina,2016,34.15041667,138.0643889,0,0.1,3.987845913,0.396359527,NA,0.454188419,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT90007,"Transect 3, Position 7",Mangrove,A marina,2016,34.15041667,138.0643889,0,0.1,3.835993742,0.387807957,NA,0.481045815,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT90008,"Transect 3, Position 8",Mangrove,A marina,2016,34.15041667,138.0643889,0,0.1,4.314516359,0.379256388,NA,0.374014116,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT10001,"Transect 1, Position 1",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.191,138.1457778,0,0.1,2.980527589,0.370521307,NA,0.541723638,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT10002,"Transect 1, Position 2",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.191,138.1457778,0,0.1,2.698510424,0.359758143,NA,0.529389129,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT10003,"Transect 1, Position 3",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.191,138.1457778,0,0.1,3.103025973,0.371837403,NA,0.576339838,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT10004,"Transect 1, Position 4",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.191,138.1457778,0,0.1,4.278972974,0.340997331,NA,0.682575762,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT10005,"Transect 1, Position 5",Mangrove,A marina,2016,34.191,138.1457778,0,0.1,2.698739276,0.295526384,NA,0.756781754,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT10006,"Transect 1, Position 6",Mangrove,A marina,2016,34.191,138.1457778,0,0.1,3.198283838,0.385897061,NA,0.54510568,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT10007,"Transect 1, Position 7",Mangrove,A marina,2016,34.191,138.1457778,0,0.1,4.470276472,0.49218805,NA,0.410619753,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT10008,"Transect 1, Position 8",Mangrove,A marina,2016,34.191,138.1457778,0,0.1,2.98448422,0.355905473,NA,0.709632103,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT11001,"Transect 2, Position 1",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.19111111,138.1458333,0,0.1,2.266554239,0.36215325,NA,0.687151467,GPS was taken from the centre core of each transect
