study_id,DOI,site_id,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_cm,L_depth_cm,OC_perc,N_perc,LOI,BD_reported_g_cm3,notes
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,5,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,15,30,16.63,1.2,,0.11,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,5,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,30,50,17.96,0.59,,0.33,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,5,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,50,100,21.14,0.68,,0.29,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,5,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,100,161,19.46,0.51,,0.3,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,6,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,0,15,25.4,1.21,,0.15,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,6,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,15,30,22.47,1.35,,0.17,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,6,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,30,50,19.29,0.65,,0.25,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,6,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,50,163,10.03,0.32,,0.33,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,1,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,0,15,2.41,0.21,,0.6,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,1,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,15,30,0.97,0.05,,1.13,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,1,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,30,50,0.68,0.05,,1.03,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,1,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,50,110,0.74,0.05,,1.15,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,2,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,0,15,3.59,0.17,,0.99,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,2,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,15,30,0.71,0.05,,1.23,
