"Database","Source","study_id","study_site_core","site_id","Site","Plot","core_id","Habitat_type","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI","Habitat","CN","centerdepth"
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-S5","BAT-F",NA,NA,"BAT-F-S5","Salt marsh",2014,"-35.692758","150.099886",0,0.2,6.9670615,0.4444561,0.729999453,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.6754772856082,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-R1","BAT-F",NA,NA,"BAT-F-R1","Salt marsh",2014,"-35.692262","150.098597",0,0.2,10.2547078,0.4675817,0.312761648,"https://doi.org/10.1007/s10021-016-9972-3","marsh",21.9313711379209,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-R3","BAT-F",NA,NA,"BAT-F-R3","Salt marsh",2014,"-35.69182","150.099358",0,0.2,16.4348813,0.5967282,0.230524874,"https://doi.org/10.1007/s10021-016-9972-3","marsh",27.5416534697036,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-R4","BAT-F",NA,NA,"BAT-F-R4","Salt marsh",2014,"-35.691928","150.099703",0,0.2,13.1610565,0.5636967,0.285663832,"https://doi.org/10.1007/s10021-016-9972-3","marsh",23.3477621919731,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-R5","BAT-F",NA,NA,"BAT-F-R5","Salt marsh",2014,"-35.692015","150.100176",0,0.2,12.7265822,0.539947,0.305360724,"https://doi.org/10.1007/s10021-016-9972-3","marsh",23.5700581723762,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-S1","TUR-M",NA,NA,"TUR-M-S1","Salt marsh",2014,"-36.079019","150.123379",0,0.2,0.5664774,0.0412488,1.557327301,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.7331849653808,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-S2","TUR-M",NA,NA,"TUR-M-S2","Salt marsh",2014,"-36.078811","150.123397",0,0.2,0.3663288,0.0260142,1.597254288,"https://doi.org/10.1007/s10021-016-9972-3","marsh",14.0818783587425,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-S3","TUR-M",NA,NA,"TUR-M-S3","Salt marsh",2014,"-36.078495","150.123437",0,0.2,0.6884326,0.0487003,1.491629857,"https://doi.org/10.1007/s10021-016-9972-3","marsh",14.1361059377458,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-S5","TUR-M",NA,NA,"TUR-M-S5","Salt marsh",2014,"-36.076976","150.123042",0,0.2,0.4715142,0.0270177,1.243422862,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.4520481017999,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-R1","TUR-M",NA,NA,"TUR-M-R1","Salt marsh",2014,"-36.076022","150.122937",0,0.2,0.6856332,0.045758,1.37030391,"https://doi.org/10.1007/s10021-016-9972-3","marsh",14.9838978976354,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-R2","TUR-M",NA,NA,"TUR-M-R2","Salt marsh",2014,"-36.075918","150.122695",0,0.2,0.9822002,0.0592632,1.230528097,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.5735262355053,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-R3","TUR-M",NA,NA,"TUR-M-R3","Salt marsh",2014,"-36.076081","150.122306",0,0.2,0.7252861,0.0419528,1.409346678,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.2881452489464,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-R5","TUR-M",NA,NA,"TUR-M-R5","Salt marsh",2014,"-36.076713","150.12199",0,0.2,0.5982198,0.03386,1.387737657,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.6674483165978,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-S1","TUR-F",NA,NA,"TUR-F-S1","Salt marsh",2014,"-36.052456","150.065503",0,0.2,8.8056276,0.6300143,0.470533363,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.9768694139165,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-S3","TUR-F",NA,NA,"TUR-F-S3","Salt marsh",2014,"-36.053587","150.064199",0,0.2,9.5409157,0.6906715,0.377686575,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.8139704620793,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-S4","TUR-F",NA,NA,"TUR-F-S4","Salt marsh",2014,"-36.054078","150.062818",0,0.2,9.0583225,0.5854564,0.488963205,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.4722409730255,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-S5","TUR-F",NA,NA,"TUR-F-S5","Salt marsh",2014,"-36.057233","150.063029",0,0.2,7.7267776,0.5549667,0.530838727,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.9229571792326,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-R1","TUR-F",NA,NA,"TUR-F-R1","Salt marsh",2014,"-36.057407","150.063667",0,0.2,9.2040403,0.6169676,0.345657321,"https://doi.org/10.1007/s10021-016-9972-3","marsh",14.9181906797051,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-R2","TUR-F",NA,NA,"TUR-F-R2","Salt marsh",2014,"-36.056969","150.063049",0,0.2,7.4986279,0.4987299,0.422387329,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.0354488471616,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-R4","TUR-F",NA,NA,"TUR-F-R4","Salt marsh",2014,"-36.05566","150.062765",0,0.2,12.1456926,0.8491529,0.275081757,"https://doi.org/10.1007/s10021-016-9972-3","marsh",14.3033046227599,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-R5","TUR-F",NA,NA,"TUR-F-R5","Salt marsh",2014,"-36.055223","150.06285",0,0.2,10.1342454,0.6548631,0.248038663,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.4753648510658,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-S2","WAP-M",NA,NA,"WAP-M-S2","Salt marsh",2014,"-36.6191","150.014094",0,0.2,0.6424081,0.0486686,1.375938811,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.1996420690137,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-S3","WAP-M",NA,NA,"WAP-M-S3","Salt marsh",2014,"-36.621031","150.013702",0,0.2,0.9004417,0.0693046,1.427058321,"https://doi.org/10.1007/s10021-016-9972-3","marsh",12.9925243057459,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-S4","WAP-M",NA,NA,"WAP-M-S4","Salt marsh",2014,"-36.622331","150.012487",0,0.2,1.0896513,0.0780244,1.237522429,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.9655197604852,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-S5","WAP-M",NA,NA,"WAP-M-S5","Salt marsh",2014,"-36.623864","150.012852",0,0.2,2.0256649,0.1521968,1.125104226,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.3095104496284,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-R1","WAP-M",NA,NA,"WAP-M-R1","Salt marsh",2014,"-36.619529","150.015049",0,0.2,0.6068647,0.0286257,1.44497128,"https://doi.org/10.1007/s10021-016-9972-3","marsh",21.1999951092899,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-R2","WAP-M",NA,NA,"WAP-M-R2","Salt marsh",2014,"-36.618931","150.013648",0,0.2,0.7550797,0.053612,1.418468742,"https://doi.org/10.1007/s10021-016-9972-3","marsh",14.0841546668656,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-R4","WAP-M",NA,NA,"WAP-M-R4","Salt marsh",2014,"-36.62185","150.011766",0,0.2,3.6270173,0.1712307,0.813559905,"https://doi.org/10.1007/s10021-016-9972-3","marsh",21.1820502982234,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-R5","WAP-M",NA,NA,"WAP-M-R5","Salt marsh",2014,"-36.625145","150.013351",0,0.2,2.4983021,0.1463595,1.04337366,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.0696271851161,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-F_WAP-F-S2","WAP-F",NA,NA,"WAP-F-S2","Salt marsh",2014,"-36.588995","150.016316",0,0.2,7.5143657,0.4597707,0.726397172,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.3437246001104,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-F_WAP-F-S3","WAP-F",NA,NA,"WAP-F-S3","Salt marsh",2014,"-36.588943","150.012815",0,0.2,9.8670943,0.5969151,0.627408503,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.5301469170406,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-F_WAP-F-S4","WAP-F",NA,NA,"WAP-F-S4","Salt marsh",2014,"-36.588911","150.012526",0,0.2,6.2854072,0.3981623,0.855785262,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.7860430281822,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-F_WAP-F-S5","WAP-F",NA,NA,"WAP-F-S5","Salt marsh",2014,"-36.588869","150.012133",0,0.2,9.9762682,0.6445975,0.463422032,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.4767404465577,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-F_WAP-F-R2","WAP-F",NA,NA,"WAP-F-R2","Salt marsh",2014,"-36.588888","150.01572",0,0.2,7.047158,0.3857198,0.759618515,"https://doi.org/10.1007/s10021-016-9972-3","marsh",18.2701484341742,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-F_WAP-F-R3","WAP-F",NA,NA,"WAP-F-R3","Salt marsh",2014,"-36.588646","150.012077",0,0.2,7.9220186,0.4286366,0.547823329,"https://doi.org/10.1007/s10021-016-9972-3","marsh",18.481899585803,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-F_WAP-F-R4","WAP-F",NA,NA,"WAP-F-R4","Salt marsh",2014,"-36.588958","150.013557",0,0.2,5.8616838,0.3532739,0.829911111,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.5924621094284,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-F_WAP-F-R5","WAP-F",NA,NA,"WAP-F-R5","Salt marsh",2014,"-36.58865","150.012109",0,0.2,17.064338,0.8982806,0.45900881,"https://doi.org/10.1007/s10021-016-9972-3","marsh",18.9966676336993,0.1
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-M_CLA-M-S1","CLA-M",NA,NA,"CLA-M-S1","Salt marsh",2014,"-29.433247","153.357211",0.2,0.5,0.0490514,0.0107307,1.672827387,"https://doi.org/10.1007/s10021-016-9972-3","marsh",4.57112769903175,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-M_CLA-M-S2","CLA-M",NA,NA,"CLA-M-S2","Salt marsh",2014,"-29.433082","153.357022",0.2,0.5,0.53149,0.0346924,1.678814568,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.320070101809,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-M_CLA-M-S4","CLA-M",NA,NA,"CLA-M-S4","Salt marsh",2014,"-29.432776","153.355344",0.2,0.5,0.0594131,0.004293,1.558781774,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.8395294665735,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-M_CLA-M-S5","CLA-M",NA,NA,"CLA-M-S5","Salt marsh",2014,"-29.432585","153.355133",0.2,0.5,0.177672,0.0106377,1.714923721,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.7021066583942,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-M_CLA-M-R1","CLA-M",NA,NA,"CLA-M-R1","Salt marsh",2014,"-29.430523","153.354053",0.2,0.5,0.1173714,0.0085752,1.496275227,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.6873075846627,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-M_CLA-M-R2","CLA-M",NA,NA,"CLA-M-R2","Salt marsh",2014,"-29.430525","153.354074",0.2,0.5,0.1867422,0.0107167,1.729393538,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.4253454888165,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-M_CLA-M-R3","CLA-M",NA,NA,"CLA-M-R3","Salt marsh",2014,"-29.43065","153.354144",0.2,0.5,0.0786283,0.0089134,1.718233509,"https://doi.org/10.1007/s10021-016-9972-3","marsh",8.82135885296295,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-M_CLA-M-R4","CLA-M",NA,NA,"CLA-M-R4","Salt marsh",2014,"-29.43068","153.354197",0.2,0.5,0.0723627,0.005779,1.723761287,"https://doi.org/10.1007/s10021-016-9972-3","marsh",12.521664647863,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-F_CLA-F-S1","CLA-F",NA,NA,"CLA-F-S1","Salt marsh",2014,"-29.378531","153.351907",0.2,0.5,0.4544763,0.0201951,0.37852516,"https://doi.org/10.1007/s10021-016-9972-3","marsh",22.5042856930642,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-F_CLA-F-S3","CLA-F",NA,NA,"CLA-F-S3","Salt marsh",2014,"-29.378577","153.351646",0.2,0.5,0.5176088,0.0188349,1.629432929,"https://doi.org/10.1007/s10021-016-9972-3","marsh",27.4813670367244,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-F_CLA-F-S4","CLA-F",NA,NA,"CLA-F-S4","Salt marsh",2014,"-29.378704","153.35155",0.2,0.5,0.6263296,0.0267708,1.555478968,"https://doi.org/10.1007/s10021-016-9972-3","marsh",23.3959986253679,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-F_CLA-F-S5","CLA-F",NA,NA,"CLA-F-S5","Salt marsh",2014,"-29.378677","153.351427",0.2,0.5,0.5436167,0.0197617,1.565033987,"https://doi.org/10.1007/s10021-016-9972-3","marsh",27.5085999686262,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-F_CLA-F-R1","CLA-F",NA,NA,"CLA-F-R1","Salt marsh",2014,"-29.379282","153.351802",0.2,0.5,1.8847665,0.077614,1.418064302,"https://doi.org/10.1007/s10021-016-9972-3","marsh",24.2838469863684,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-F_CLA-F-R2","CLA-F",NA,NA,"CLA-F-R2","Salt marsh",2014,"-29.379417","153.351839",0.2,0.5,1.0656735,0.0516345,1.324765137,"https://doi.org/10.1007/s10021-016-9972-3","marsh",20.638788019638,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-F_CLA-F-R4","CLA-F",NA,NA,"CLA-F-R4","Salt marsh",2014,"-29.378973","153.352044",0.2,0.5,0.8822851,0.0495618,1.352454079,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.8017162411373,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CLA-F_CLA-F-R5","CLA-F",NA,NA,"CLA-F-R5","Salt marsh",2014,"-29.37877","153.352024",0.2,0.5,1.2377963,0.0548255,1.483150722,"https://doi.org/10.1007/s10021-016-9972-3","marsh",22.577017993452,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-M_MAC-M-S1","MAC-M",NA,NA,"MAC-M-S1","Salt marsh",2014,"-30.881341","153.021083",0.2,0.5,2.534354,0.0950891,0.984870899,"https://doi.org/10.1007/s10021-016-9972-3","marsh",26.6524133680937,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-M_MAC-M-S3","MAC-M",NA,NA,"MAC-M-S3","Salt marsh",2014,"-30.881221","153.020945",0.2,0.5,2.179646,0.0974067,0.907602939,"https://doi.org/10.1007/s10021-016-9972-3","marsh",22.3767564243527,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-M_MAC-M-S4","MAC-M",NA,NA,"MAC-M-S4","Salt marsh",2014,"-30.881028","153.020623",0.2,0.5,1.0094531,0.0573076,1.045546659,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.6146462249335,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-M_MAC-M-S5","MAC-M",NA,NA,"MAC-M-S5","Salt marsh",2014,"-30.88072","153.020661",0.2,0.5,2.9900499,0.1188889,0.927156119,"https://doi.org/10.1007/s10021-016-9972-3","marsh",25.1499500794439,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-M_MAC-M-R2","MAC-M",NA,NA,"MAC-M-R2","Salt marsh",2014,"-30.88188","153.020618",0.2,0.5,1.3374126,0.0799573,1.302747418,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.7265853149118,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-M_MAC-M-R3","MAC-M",NA,NA,"MAC-M-R3","Salt marsh",2014,"-30.881356","153.020585",0.2,0.5,0.8404379,0.0569843,1.359022945,"https://doi.org/10.1007/s10021-016-9972-3","marsh",14.7485868914771,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-M_MAC-M-R4","MAC-M",NA,NA,"MAC-M-R4","Salt marsh",2014,"-30.880897","153.020322",0.2,0.5,0.5991245,0.0501089,1.33098723,"https://doi.org/10.1007/s10021-016-9972-3","marsh",11.9564488543951,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-M_MAC-M-R5","MAC-M",NA,NA,"MAC-M-R5","Salt marsh",2014,"-30.880387","153.019917",0.2,0.5,0.4790966,0.0417554,1.434324239,"https://doi.org/10.1007/s10021-016-9972-3","marsh",11.4738836174483,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-F_MAC-F-S2","MAC-F",NA,NA,"MAC-F-S2","Salt marsh",2014,"-30.895303","152.998782",0.2,0.5,1.998032,0.0997366,1.105757362,"https://doi.org/10.1007/s10021-016-9972-3","marsh",20.0330871515572,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-F_MAC-F-S3","MAC-F",NA,NA,"MAC-F-S3","Salt marsh",2014,"-30.894471","152.99864",0.2,0.5,0.9174688,0.0686508,0.901940896,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.3642841744015,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-F_MAC-F-S4","MAC-F",NA,NA,"MAC-F-S4","Salt marsh",2014,"-30.8945","152.999039",0.2,0.5,1.0949491,0.0733863,0.600424002,"https://doi.org/10.1007/s10021-016-9972-3","marsh",14.9203475308062,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-F_MAC-F-S5","MAC-F",NA,NA,"MAC-F-S5","Salt marsh",2014,"-30.894151","152.999446",0.2,0.5,1.1299215,0.0714561,0.502905624,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.8128067442808,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-F_MAC-F-R1","MAC-F",NA,NA,"MAC-F-R1","Salt marsh",2014,"-30.895831","152.99888",0.2,0.5,1.3838784,0.0913837,1.209470414,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.1436021960153,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-F_MAC-F-R3","MAC-F",NA,NA,"MAC-F-R3","Salt marsh",2014,"-30.894598","152.998704",0.2,0.5,0.4130569,0.042769,1.376890947,"https://doi.org/10.1007/s10021-016-9972-3","marsh",9.65785732656831,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-F_MAC-F-R4","MAC-F",NA,NA,"MAC-F-R4","Salt marsh",2014,"-30.894752","152.999114",0.2,0.5,0.7978257,0.0636279,1.005480931,"https://doi.org/10.1007/s10021-016-9972-3","marsh",12.5389286775141,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_MAC-F_MAC-F-R5","MAC-F",NA,NA,"MAC-F-R5","Salt marsh",2014,"-30.894039","152.999826",0.2,0.5,0.9458537,0.0595768,0.743508593,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.8762085241235,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-M_CAT-M-S1","CAT-M",NA,NA,"CAT-M-S1","Salt marsh",2014,"-31.548156","152.850292",0.2,0.5,0.1615325,0.0123306,1.761844035,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.1001330024492,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-M_CAT-M-S2","CAT-M",NA,NA,"CAT-M-S2","Salt marsh",2014,"-31.548157","152.850128",0.2,0.5,0.1646771,0.0084946,1.787754967,"https://doi.org/10.1007/s10021-016-9972-3","marsh",19.3860923410166,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-M_CAT-M-S4","CAT-M",NA,NA,"CAT-M-S4","Salt marsh",2014,"-31.548849","152.849641",0.2,0.5,0.1543485,0.0081978,1.767915031,"https://doi.org/10.1007/s10021-016-9972-3","marsh",18.8280392300373,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-M_CAT-M-S5","CAT-M",NA,NA,"CAT-M-S5","Salt marsh",2014,"-31.549316","152.850247",0.2,0.5,0.6825706,0.0238803,1.694383336,"https://doi.org/10.1007/s10021-016-9972-3","marsh",28.5829993760547,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-M_CAT-M-R2","CAT-M",NA,NA,"CAT-M-R2","Salt marsh",2014,"-31.548288","152.850027",0.2,0.5,0.2683938,0.0111394,1.762239704,"https://doi.org/10.1007/s10021-016-9972-3","marsh",24.0940984254089,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-M_CAT-M-R3","CAT-M",NA,NA,"CAT-M-R3","Salt marsh",2014,"-31.548317","152.849789",0.2,0.5,0.8793031,0.0554411,1.339635361,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.8601308415598,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-M_CAT-M-R4","CAT-M",NA,NA,"CAT-M-R4","Salt marsh",2014,"-31.548791","152.849655",0.2,0.5,0.1276444,0.0091568,1.71543683,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.9398479818277,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-M_CAT-M-R5","CAT-M",NA,NA,"CAT-M-R5","Salt marsh",2014,"-31.549326","152.850143",0.2,0.5,0.2057185,0.0093854,1.658435809,"https://doi.org/10.1007/s10021-016-9972-3","marsh",21.9189911990965,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-F_CAT-F-S1","CAT-F",NA,NA,"CAT-F-S1","Salt marsh",2014,"-31.550647","152.844706",0.2,0.5,24.3405312,1.1344156,0.153743496,"https://doi.org/10.1007/s10021-016-9972-3","marsh",21.456449646849,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-F_CAT-F-S2","CAT-F",NA,NA,"CAT-F-S2","Salt marsh",2014,"-31.550666","152.844532",0.2,0.5,27.3035343,0.9827316,0.125008008,"https://doi.org/10.1007/s10021-016-9972-3","marsh",27.7833075684144,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-F_CAT-F-S3","CAT-F",NA,NA,"CAT-F-S3","Salt marsh",2014,"-31.550844","152.844299",0.2,0.5,23.368902,0.9923525,0.128805163,"https://doi.org/10.1007/s10021-016-9972-3","marsh",23.5489929233816,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-F_CAT-F-S4","CAT-F",NA,NA,"CAT-F-S4","Salt marsh",2014,"-31.551297","152.84392",0.2,0.5,9.6259172,0.4043353,0.435622881,"https://doi.org/10.1007/s10021-016-9972-3","marsh",23.8067692828205,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-F_CAT-F-R1","CAT-F",NA,NA,"CAT-F-R1","Salt marsh",2014,"-31.550832","152.84476",0.2,0.5,0.8013044,0.0483971,1.265395062,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.5568680768063,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-F_CAT-F-R2","CAT-F",NA,NA,"CAT-F-R2","Salt marsh",2014,"-31.550746","152.844469",0.2,0.5,35.0046209,1.0404557,0.12770353,"https://doi.org/10.1007/s10021-016-9972-3","marsh",33.6435476301394,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-F_CAT-F-R4","CAT-F",NA,NA,"CAT-F-R4","Salt marsh",2014,"-31.551298","152.844047",0.2,0.5,9.3393763,0.3903223,0.342382186,"https://doi.org/10.1007/s10021-016-9972-3","marsh",23.9273449147025,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_CAT-F_CAT-F-R5","CAT-F",NA,NA,"CAT-F-R5","Salt marsh",2014,"-31.551587","152.844076",0.2,0.5,11.8002839,0.5553443,0.276455949,"https://doi.org/10.1007/s10021-016-9972-3","marsh",21.2485910092172,0.45
